Number,Category,Subcategory,Author_Last,Author_First,Title,Year,Publisher_Journal,Type,Commodity_Tag,Priority,Status,Acquisition_Notes,Anna_Archive_Link,Archive_Org_Link,Direct_URL,Search_Query
330,Chef Restaurant Econ,food_cost_mgmt,Dopson,Lea R.,Food and Beverage Cost Control,2019,Wiley,BOOK,none,HIGH,NEEDED,With Hayes; standard textbook,https://annas-archive.org/search?q=Dopson+Food+and+Beverage+Cost+Control,https://archive.org/search?query=Dopson+Food+and+Beverage+Cost+Control,,Dopson Food and Beverage Cost Control
331,Chef Restaurant Econ,food_cost_mgmt,Schmidgall,Raymond S.,Hospitality Industry Managerial Accounting,2011,AHLEI,BOOK,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Schmidgall+Hospitality+Industry+Managerial+Accounting,https://archive.org/search?query=Schmidgall+Hospitality+Industry+Managerial+Accounting,,Schmidgall Hospitality Industry Managerial Accounting
332,Chef Restaurant Econ,food_cost_mgmt,Miller,Jack E.,The Restaurant Manager's Handbook,2016,Atlantic Publishing,BOOK,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Miller+The+Restaurant+Manager%27s+Handbook,https://archive.org/search?query=Miller+The+Restaurant+Manager%27s+Handbook,,Miller The Restaurant Manager's Handbook
333,Chef Restaurant Econ,vendor_procurement,Feinstein,Andrew H.,Purchasing: Selection and Procurement for the Hospitality Industry,2020,Wiley,BOOK,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Feinstein+Purchasing%3A+Selection+and+Procurement+for+the+Hospitality+Industry,https://archive.org/search?query=Feinstein+Purchasing%3A+Selection+and+Procurement+for+the+Hospitality+Industry,,Feinstein Purchasing: Selection and Procurement for the Hospitality Industry
334,Chef Restaurant Econ,vendor_procurement,Reynolds,Dennis,Hospitality Services: Food and Lodging,2012,Cengage,BOOK,none,LOW,NEEDED,,https://annas-archive.org/search?q=Reynolds+Hospitality+Services%3A+Food+and+Lodging,https://archive.org/search?query=Reynolds+Hospitality+Services%3A+Food+and+Lodging,,Reynolds Hospitality Services: Food and Lodging
335,Chef Restaurant Econ,inflation_passthrough,Piccoli,Gabriele,Restaurant Pricing and Inflation,2023,Cornell Hospitality Quarterly,ARTICLE,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Piccoli+Restaurant+Pricing+and+Inflation,https://archive.org/search?query=Piccoli+Restaurant+Pricing+and+Inflation,,Piccoli Restaurant Pricing and Inflation
336,Chef Restaurant Econ,inflation_passthrough,Anderson,Eric T.,Price Stickiness: Evidence from Restaurant Menus,2015,NBER WP,WORKING_PAPER,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Anderson+Price+Stickiness%3A+Evidence+from+Restaurant+Menus,https://archive.org/search?query=Anderson+Price+Stickiness%3A+Evidence+from+Restaurant+Menus,,Anderson Price Stickiness: Evidence from Restaurant Menus
337,Chef Restaurant Econ,inflation_passthrough,Kim,Dongsoo,Menu Prices and Inflation,2018,Journal of Foodservice Business Research,ARTICLE,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Kim+Menu+Prices+and+Inflation,https://archive.org/search?query=Kim+Menu+Prices+and+Inflation,,Kim Menu Prices and Inflation
338,Chef Restaurant Econ,foodservice_econ,Enz,Cathy A.,Hospitality Strategic Management: Concepts and Cases,2010,Wiley,BOOK,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Enz+Hospitality+Strategic+Management%3A+Concepts+and+Cases,https://archive.org/search?query=Enz+Hospitality+Strategic+Management%3A+Concepts+and+Cases,,Enz Hospitality Strategic Management: Concepts and Cases
339,Chef Restaurant Econ,foodservice_econ,National Restaurant Association,,Restaurant Industry Forecast (annual),2024,NRA,REPORT,none,HIGH,NEEDED,,https://annas-archive.org/search?q=National+Restaurant+Association+Restaurant+Industry+Forecast+%28annual%29,https://archive.org/search?query=National+Restaurant+Association+Restaurant+Industry+Forecast+%28annual%29,https://restaurant.org/,National Restaurant Association Restaurant Industry Forecast (annual)
340,Chef Restaurant Econ,foodservice_econ,Technomic,,Foodservice Price Index,2024,Technomic,DATASET_DOC,none,HIGH,NEEDED,Trade benchmark,https://annas-archive.org/search?q=Technomic+Foodservice+Price+Index,https://archive.org/search?query=Technomic+Foodservice+Price+Index,https://www.technomic.com/,Technomic Foodservice Price Index
341,Chef Restaurant Econ,menu_engineering,Bowen,John T.,Food Menu Analysis,1990,International J Hospitality Management,ARTICLE,none,MEDIUM,NEEDED,With Morris,https://annas-archive.org/search?q=Bowen+Food+Menu+Analysis,https://archive.org/search?query=Bowen+Food+Menu+Analysis,,Bowen Food Menu Analysis
342,Chef Restaurant Econ,food_cost_mgmt,Kwong,Lok Yiu Lina,The Application of Menu Engineering and Design,2005,J Foodservice Business Research,ARTICLE,none,LOW,NEEDED,,https://annas-archive.org/search?q=Kwong+The+Application+of+Menu+Engineering+and+Design,https://archive.org/search?query=Kwong+The+Application+of+Menu+Engineering+and+Design,,Kwong The Application of Menu Engineering and Design
343,Chef Restaurant Econ,vendor_procurement,Gregoire,Mary B.,Foodservice Organizations: A Managerial and Systems Approach,2019,Pearson,BOOK,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Gregoire+Foodservice+Organizations%3A+A+Managerial+and+Systems+Approach,https://archive.org/search?query=Gregoire+Foodservice+Organizations%3A+A+Managerial+and+Systems+Approach,,Gregoire Foodservice Organizations: A Managerial and Systems Approach
344,Chef Restaurant Econ,inflation_passthrough,Kelchen,Robert,How Restaurants Pass Through Input Costs,2022,Choices Magazine,ARTICLE,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Kelchen+How+Restaurants+Pass+Through+Input+Costs,https://archive.org/search?query=Kelchen+How+Restaurants+Pass+Through+Input+Costs,,Kelchen How Restaurants Pass Through Input Costs
345,Chef Restaurant Econ,foodservice_econ,Parsa,H. G.,Why Restaurants Fail,2005,Cornell Hospitality Quarterly,ARTICLE,none,LOW,NEEDED,,https://annas-archive.org/search?q=Parsa+Why+Restaurants+Fail,https://archive.org/search?query=Parsa+Why+Restaurants+Fail,,Parsa Why Restaurants Fail
346,Chef Restaurant Econ,food_cost_mgmt,Keiser,James,Controlling and Analyzing Costs in Food Service Operations,2015,Pearson,BOOK,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Keiser+Controlling+and+Analyzing+Costs+in+Food+Service+Operations,https://archive.org/search?query=Keiser+Controlling+and+Analyzing+Costs+in+Food+Service+Operations,,Keiser Controlling and Analyzing Costs in Food Service Operations
347,Chef Restaurant Econ,menu_engineering,LeBruto,Stephen M.,Menu Engineering: A Model Including Labor,1995,FIU Hospitality Review,ARTICLE,none,LOW,NEEDED,,https://annas-archive.org/search?q=LeBruto+Menu+Engineering%3A+A+Model+Including+Labor,https://archive.org/search?query=LeBruto+Menu+Engineering%3A+A+Model+Including+Labor,,LeBruto Menu Engineering: A Model Including Labor
348,Chef Restaurant Econ,inflation_passthrough,BLS,,CPI Food Away From Home: Methodology,2024,BLS,DATASET_DOC,none,HIGH,NEEDED,,https://annas-archive.org/search?q=BLS+CPI+Food+Away+From+Home%3A+Methodology,https://archive.org/search?query=BLS+CPI+Food+Away+From+Home%3A+Methodology,https://www.bls.gov/cpi/factsheets/food-price-changes.htm,BLS CPI Food Away From Home: Methodology
349,Chef Restaurant Econ,vendor_procurement,Sysco,,Sysco Annual Report 10-K,2023,Sysco Corp,GOV_DOC,none,MEDIUM,NEEDED,Largest US foodservice distributor,https://annas-archive.org/search?q=Sysco+Sysco+Annual+Report+10-K,https://archive.org/search?query=Sysco+Sysco+Annual+Report+10-K,https://investors.sysco.com/,Sysco Sysco Annual Report 10-K
350,Chef Restaurant Econ,foodservice_econ,Muller,Christopher,Hospitality Brand Strategies,2014,Routledge,BOOK,none,LOW,NEEDED,,https://annas-archive.org/search?q=Muller+Hospitality+Brand+Strategies,https://archive.org/search?query=Muller+Hospitality+Brand+Strategies,,Muller Hospitality Brand Strategies
351,Data Source Methodology,wasde_methods,USDA,,World Agricultural Supply and Demand Estimates (WASDE): Overview,2024,USDA,DATASET_DOC,multi,CRITICAL,NEEDED,Monthly flagship,https://annas-archive.org/search?q=USDA+World+Agricultural+Supply+and+Demand+Estimates+%28WASDE%29%3A+Overview,https://archive.org/search?query=USDA+World+Agricultural+Supply+and+Demand+Estimates+%28WASDE%29%3A+Overview,https://www.usda.gov/oce/commodity/wasde,USDA World Agricultural Supply and Demand Estimates (WASDE): Overview
352,Data Source Methodology,wasde_methods,USDA,,WASDE Methodology and Procedures,2019,USDA WAOB,DATASET_DOC,multi,CRITICAL,NEEDED,,https://annas-archive.org/search?q=USDA+WASDE+Methodology+and+Procedures,https://archive.org/search?query=USDA+WASDE+Methodology+and+Procedures,https://www.usda.gov/oce/commodity/wasde,USDA WASDE Methodology and Procedures
353,Data Source Methodology,wasde_methods,Irwin,Scott H.,Market Reaction to USDA Reports,2008,Ag Finance Review,ARTICLE,multi,HIGH,NEEDED,With Good,https://annas-archive.org/search?q=Irwin+Market+Reaction+to+USDA+Reports,https://archive.org/search?query=Irwin+Market+Reaction+to+USDA+Reports,,Irwin Market Reaction to USDA Reports
354,Data Source Methodology,wasde_methods,Isengildina-Massa,Olga,"Accuracy of USDA Forecasts of Corn, Soybean, and Wheat Ending Stocks",2015,J Ag Applied Econ,ARTICLE,cereals,HIGH,NEEDED,,https://annas-archive.org/search?q=Isengildina-Massa+Accuracy+of+USDA+Forecasts+of+Corn%2C+Soybean%2C+and+Wheat+Ending+Stocks,https://archive.org/search?query=Isengildina-Massa+Accuracy+of+USDA+Forecasts+of+Corn%2C+Soybean%2C+and+Wheat+Ending+Stocks,,"Isengildina-Massa Accuracy of USDA Forecasts of Corn, Soybean, and Wheat Ending Stocks"
355,Data Source Methodology,cpi_ppi_methods,BLS,,CPI Detailed Methodology: Food,2024,BLS,DATASET_DOC,none,CRITICAL,NEEDED,,https://annas-archive.org/search?q=BLS+CPI+Detailed+Methodology%3A+Food,https://archive.org/search?query=BLS+CPI+Detailed+Methodology%3A+Food,https://www.bls.gov/cpi/additional-resources/,BLS CPI Detailed Methodology: Food
356,Data Source Methodology,cpi_ppi_methods,BLS,,Handbook of Methods: Chapter 17 — CPI,2024,BLS,DATASET_DOC,none,HIGH,NEEDED,,https://annas-archive.org/search?q=BLS+Handbook+of+Methods%3A+Chapter+17+%E2%80%94+CPI,https://archive.org/search?query=BLS+Handbook+of+Methods%3A+Chapter+17+%E2%80%94+CPI,https://www.bls.gov/opub/hom/cpi/,BLS Handbook of Methods: Chapter 17 — CPI
357,Data Source Methodology,cpi_ppi_methods,Reed,Stephen B.,One Hundred Years of Price Change: The Consumer Price Index and the American Inflation Experience,2014,Monthly Labor Review,ARTICLE,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Reed+One+Hundred+Years+of+Price+Change%3A+The+Consumer+Price+Index+and+the+American+Inflation+Experience,https://archive.org/search?query=Reed+One+Hundred+Years+of+Price+Change%3A+The+Consumer+Price+Index+and+the+American+Inflation+Experience,https://www.bls.gov/opub/mlr/2014/article/one-hundred-years-of-price-change.htm,Reed One Hundred Years of Price Change: The Consumer Price Index and the American Inflation Experience
358,Data Source Methodology,cpi_ppi_methods,Boskin,Michael J.,Toward a More Accurate Measure of the Cost of Living,1996,Boskin Commission Report,REPORT,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Boskin+Toward+a+More+Accurate+Measure+of+the+Cost+of+Living,https://archive.org/search?query=Boskin+Toward+a+More+Accurate+Measure+of+the+Cost+of+Living,,Boskin Toward a More Accurate Measure of the Cost of Living
359,Data Source Methodology,fao_methods,FAO,,FAOSTAT Methodology,2024,FAO,DATASET_DOC,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=FAO+FAOSTAT+Methodology,https://archive.org/search?query=FAO+FAOSTAT+Methodology,https://www.fao.org/faostat/,FAO FAOSTAT Methodology
360,Data Source Methodology,fao_methods,FAO,,FAO Food Price Index Technical Note,2020,FAO,DATASET_DOC,multi,CRITICAL,NEEDED,,https://annas-archive.org/search?q=FAO+FAO+Food+Price+Index+Technical+Note,https://archive.org/search?query=FAO+FAO+Food+Price+Index+Technical+Note,https://www.fao.org/worldfoodsituation/foodpricesindex/en/,FAO FAO Food Price Index Technical Note
361,Data Source Methodology,wb_methods,World Bank,,Commodity Markets Outlook Methodology,2024,World Bank,DATASET_DOC,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=World+Bank+Commodity+Markets+Outlook+Methodology,https://archive.org/search?query=World+Bank+Commodity+Markets+Outlook+Methodology,https://www.worldbank.org/en/research/commodity-markets,World Bank Commodity Markets Outlook Methodology
362,Data Source Methodology,wb_methods,Baffes,John,"The Great Plunge in Oil Prices: Causes, Consequences, and Policy Responses",2015,World Bank PRN,REPORT,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Baffes+The+Great+Plunge+in+Oil+Prices%3A+Causes%2C+Consequences%2C+and+Policy+Responses,https://archive.org/search?query=Baffes+The+Great+Plunge+in+Oil+Prices%3A+Causes%2C+Consequences%2C+and+Policy+Responses,,"Baffes The Great Plunge in Oil Prices: Causes, Consequences, and Policy Responses"
363,Data Source Methodology,series_construction,St. Louis Fed,,FRED Data: Agricultural Prices Receipts Indexes,2024,FRED,DATASET_DOC,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=St.+Louis+Fed+FRED+Data%3A+Agricultural+Prices+Receipts+Indexes,https://archive.org/search?query=St.+Louis+Fed+FRED+Data%3A+Agricultural+Prices+Receipts+Indexes,https://fred.stlouisfed.org/categories/32305,St. Louis Fed FRED Data: Agricultural Prices Receipts Indexes
364,Data Source Methodology,series_construction,Federal Reserve,,FRED API Documentation,2024,St. Louis Fed,DATASET_DOC,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Federal+Reserve+FRED+API+Documentation,https://archive.org/search?query=Federal+Reserve+FRED+API+Documentation,https://fred.stlouisfed.org/docs/api/fred/,Federal Reserve FRED API Documentation
365,Data Source Methodology,series_construction,Jacks,David S.,From Boom to Bust: A Typology of Real Commodity Prices in the Long Run,2019,Cliometrica,ARTICLE,multi,MEDIUM,NEEDED,Data series construction,https://annas-archive.org/search?q=Jacks+From+Boom+to+Bust%3A+A+Typology+of+Real+Commodity+Prices+in+the+Long+Run,https://archive.org/search?query=Jacks+From+Boom+to+Bust%3A+A+Typology+of+Real+Commodity+Prices+in+the+Long+Run,,Jacks From Boom to Bust: A Typology of Real Commodity Prices in the Long Run
366,Data Source Methodology,wasde_methods,Hoffman,Linwood A.,Forecasting the Commodity Storage and Marketing Margins,2015,USDA ERS,REPORT,cereals,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Hoffman+Forecasting+the+Commodity+Storage+and+Marketing+Margins,https://archive.org/search?query=Hoffman+Forecasting+the+Commodity+Storage+and+Marketing+Margins,,Hoffman Forecasting the Commodity Storage and Marketing Margins
367,Data Source Methodology,cpi_ppi_methods,Hamilton,Bruce W.,Using Engel's Law to Estimate CPI Bias,2001,AER,ARTICLE,none,LOW,NEEDED,,https://annas-archive.org/search?q=Hamilton+Using+Engel%27s+Law+to+Estimate+CPI+Bias,https://archive.org/search?query=Hamilton+Using+Engel%27s+Law+to+Estimate+CPI+Bias,,Hamilton Using Engel's Law to Estimate CPI Bias
368,Data Source Methodology,fao_methods,FAO,,Global Information and Early Warning System (GIEWS) Methodology,2024,FAO,DATASET_DOC,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=FAO+Global+Information+and+Early+Warning+System+%28GIEWS%29+Methodology,https://archive.org/search?query=FAO+Global+Information+and+Early+Warning+System+%28GIEWS%29+Methodology,https://www.fao.org/giews/,FAO Global Information and Early Warning System (GIEWS) Methodology
369,Data Source Methodology,wb_methods,World Bank,,Food Security Update (quarterly),2024,World Bank,REPORT,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=World+Bank+Food+Security+Update+%28quarterly%29,https://archive.org/search?query=World+Bank+Food+Security+Update+%28quarterly%29,https://www.worldbank.org/en/topic/agriculture/brief/food-security-update,World Bank Food Security Update (quarterly)
370,Data Source Methodology,series_construction,Officer,Lawrence H.,Two Centuries of Compensation for U.S. Production Workers in Manufacturing,2009,MeasuringWorth,DATASET_DOC,none,LOW,NEEDED,Deflation context,https://annas-archive.org/search?q=Officer+Two+Centuries+of+Compensation+for+U.S.+Production+Workers+in+Manufacturing,https://archive.org/search?query=Officer+Two+Centuries+of+Compensation+for+U.S.+Production+Workers+in+Manufacturing,https://www.measuringworth.com/,Officer Two Centuries of Compensation for U.S. Production Workers in Manufacturing
